SPECIES_CODE,COMMON_NAME,REGION,REASON,PRIORITY,RESIDENT,LAND,WEEKLY_STATUS,SEASONAL_STATUS,REVIEWER,LAST_REVIEWER,ANIMATION_QUALITY,NONBREEDING_START,NONBREEDING_CORE_START,NONBREEDING_CORE_END,NONBREEDING_END,PREBREEDING_MIGRATION_START,PREBREEDING_MIGRATION_END,BREEDING_START,BREEDING_CORE_START,BREEDING_CORE_END,BREEDING_END,POSTBREEDING_MIGRATION_START,POSTBREEDING_MIGRATION_END,RESIDENT_START,RESIDENT_CORE_START,RESIDENT_CORE_END,RESIDENT_END,NONBREEDING_QUALITY,PREBREEDING_MIGRATION_QUALITY,BREEDING_QUALITY,POSTBREEDING_MIGRATION_QUALITY,all_seasons_pass,NONBREEDING_RANGE_MODELED,PREBREEDING_MIGRATION_RANGE_MODELED,BREEDING_RANGE_MODELED,POSTBREEDING_MIGRATION_RANGE_MODELED,FULL_YEAR_QUALITY,SENSITIVE,FORCE_GLOBAL_PROJ,RAN_AS_RESIDENT,CUSTOM_ES,CUSTOM_PAT,notes
eucdov,Eurasian Collared-Dove,Europe,Nat Geo East,1,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,ALL3s,0,,,,,,,,,,,,,,03-01,05-03,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"Highly overextrapolated in middle east throughout the year, thus a 2, but the range is covered well."
eueowl1,Eurasian Eagle-Owl,,Europe,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,0,0,0,0,,FALSE,FALSE,FALSE,FALSE,0,,,,0.75,,"A little rough at the moment. Overpredicted in Europe, extrap to Morocco, missing Norway."
eugori2,Eurasian Golden Oriole,,Europe,6,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,2,12-28,,,02-22,03-22,06-07,06-14,,,08-03,08-10,11-30,,,,,0,2,2,2,,FALSE,FALSE,FALSE,FALSE,2,,,,,,"In non-breeding, lots of Africa problems, missing central and extrap to Mad. In breeding, the far eastern edge is very noisy, missing lots."
eugplo,European Golden-Plover,,Europe,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eugwoo2,Eurasian Green Woodpecker,Europe,Existing,3,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,MTA,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"Still has extrapolation in Crimea, keeping as a 2."
euhbuz1,European Honey-buzzard,Europe,Existing,3,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,IJD,2,11-23,12-21,02-08,02-22,03-01,07-06,07-13,07-13,07-27,07-27,08-03,11-16,,,,,1,1,2,1,TRUE,FALSE,TRUE,TRUE,TRUE,2,,,,,,European breeding and migration look pretty nice. Not far enough east in Russia. Africa still patchy.
eupfly1,European Pied Flycatcher,Europe,Existing,3,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,MTA,2,12-07,12-07,03-08,03-15,03-22,06-07,06-14,06-14,07-13,07-13,07-20,11-30,,,,,1,2,2,2,TRUE,FALSE,TRUE,FALSE,TRUE,2,,,,,,Western Africa has filled in better. Not far enough east in Russia still.
eupowl1,Eurasian Pygmy-Owl,,Europe,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,FALSE,FALSE,FALSE,FALSE,2,,,,,,"Europe looks good, just missing eastern 2/3rds of range in Asia"
euptit1,Eurasian Penduline-Tit,,Europe,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eurbla,Eurasian Blackbird,,Europe,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eurbla2,Indian Blackbird,,India 2,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eurbul,Eurasian Bullfinch,,Europe,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eurcoo,Eurasian Coot,,Europe,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eurcrm1,Eurasian Crag-Martin,,Europe,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eurcur,Eurasian Curlew,Europe,Existing,3,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,LDS,2,12-28,12-28,02-01,02-01,02-08,05-17,05-24,05-24,05-31,05-31,06-14,10-19,,,,,2,2,2,2,TRUE,FALSE,TRUE,TRUE,TRUE,2,,,,,,"Much better across Africa and central Asia, potentially close to complete. Still missing a lot of wintering African populations."
eurdot,Eurasian Dotterel,,Europe,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eurgol,European Goldfinch,,Europe,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eurgre1,European Greenfinch,,Europe,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eurgri1,Eurasian Griffon,,Europe,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eurhob,Eurasian Hobby,,Europe,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eurjac,Eurasian Jackdaw,,Europe,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eurjay1,Eurasian Jay,,Europe,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,FALSE,FALSE,FALSE,FALSE,2,,,,,,Missing Russia
eurkes,Eurasian Kestrel,,Europe,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eurlin1,Eurasian Linnet,,Europe,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eurmag1,Eurasian Magpie,,Europe,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,0.2,"Maybe a nip tightly fit. Russia is close, but not quite there. Overall, good."
eurnig1,Eurasian Nightjar,Europe,Existing,3,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,IJD,0,11-30,11-02,02-22,02-22,04-05,06-14,06-21,06-21,08-24,08-24,08-31,11-23,,,,,1,1,2,1,TRUE,FALSE,FALSE,TRUE,FALSE,1,,,,,,"As with most African wintering species, isn't covered at all in nonbreeding season. Also doesn't capture Asian range. But within Europe, looks good!"
eurnut1,Eurasian Nutcracker,,Europe,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,FALSE,FALSE,FALSE,FALSE,2,,,,,,"A few spots of noise (s. Korea, Norway) and Russia incomplete. "
eurnut2,Eurasian Nuthatch,,Europe,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,FALSE,FALSE,FALSE,FALSE,2,,,,,,"Just missing Russia, otherwise good."
euroys1,Eurasian Oystercatcher,,Europe,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eurrob1,European Robin,Europe,Existing,3,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,LDS,3,11-09,12-14,02-15,03-01,03-08,04-12,04-19,05-17,06-14,08-10,08-17,11-02,,,,,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,there are bits this misses (into Russia) but I think it deserves 3s; looks so good across Europe
eurrol1,European Roller,Europe,Existing,3,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,IJD,1,12-21,12-21,03-08,03-08,03-15,05-31,06-07,06-07,07-06,07-13,07-20,12-14,,,,,2,2,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,2,,,,,,"Seems pretty good all-around outside of sub-Saharan/western Africa in winter, and central Asia. "
eursco1,Eurasian Scops-Owl,Europe,Existing,3,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,MTA,2,,,,,02-08,05-10,05-17,,,06-28,08-24,11-02,,,,,0,1,3,1,FALSE,FALSE,FALSE,TRUE,FALSE,2,,,,,,Breeding is great.
eursco3,Cyprus Scops-Owl,,Existing,3,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,03-22,,,04-19,,,,,,,0,0,3,0,,FALSE,FALSE,TRUE,FALSE,3,,,,,,Modeled as Eurasian/Cyprus Scops-Owl last year.
eurser1,European Serin,Europe,Existing,3,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,MTA,2,01-18,01-18,02-01,02-01,02-08,04-12,04-19,04-26,07-20,08-03,08-10,01-11,,,,,2,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,2,,,,,,Quite similar. Dates tweaked a little.
eursha1,European Shag,,Europe,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eursis,Eurasian Siskin,,Europe,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eurspa1,Eurasian Sparrowhawk,,Europe,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eurspo1,Eurasian Spoonbill,,Europe,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eursta,European Starling,Europe,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,ALL3s,3,12-07,12-14,01-25,02-01,02-08,04-12,04-19,04-26,05-17,08-31,09-07,11-30,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,Eurasia has filled in nicely year-round.
eurtre1,Eurasian Treecreeper,,Europe,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eurwar1,Eurasian Reed Warbler,Europe,Existing,3,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,MTA,2,12-21,12-28,02-01,02-01,02-08,05-24,05-31,06-07,07-27,07-27,08-03,12-14,,,,,1,2,2,2,TRUE,FALSE,FALSE,TRUE,FALSE,2,,,,,,Breeding still not far enough east. Wintering is still patchy.
eurwar2,River Warbler,,Europe,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eurwig,Eurasian Wigeon,Europe,Nat Geo West,2,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,LDS,2,12-28,12-28,02-01,02-08,02-15,06-07,06-14,,,07-27,08-03,12-21,,,,,3,2,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,2,,,,,,
eurwoo,Eurasian Woodcock,Europe,Existing,3,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,LDS,0,12-28,,,01-04,01-11,05-24,05-31,,,08-10,09-07,12-21,,,,,2,2,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,2,,,,,,"okay for what it does model, I think, especially Europe (maybe a bit heavy in Iceland?); huge miss in Asia and expected late-summer drop-off"
eurwry,Eurasian Wryneck,Europe,Existing,3,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,LDS,2,11-30,12-07,03-08,03-08,03-15,05-17,05-24,05-17,06-14,08-03,08-10,11-23,,,,,1,2,2,2,TRUE,FALSE,TRUE,TRUE,TRUE,3,,,,,,Wow...Russia and central Asia filled in well. Missing African non-breeding.
eutdov,European Turtle-Dove,Europe,Existing,3,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,LDS,1,12-21,12-21,01-04,01-04,02-15,05-03,05-10,06-21,07-27,08-17,08-24,12-14,,,,,1,2,2,2,TRUE,FALSE,TRUE,FALSE,TRUE,2,,,,,,Still needs more Russia and central Asia and most of non-breeding not filled in.
eutkne1,Eurasian Thick-knee,,Europe,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eutspa,Eurasian Tree Sparrow,Europe,Nat Geo East,1,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,MTA,0,,,,,,,,,,,,,,11-09,02-22,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"Much better, but still missing big chunks of Russia."
evegro,Evening Grosbeak,North America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,LDS,2,12-28,01-04,02-15,02-15,02-22,05-24,05-31,06-07,07-13,07-13,07-20,12-21,,,,,2,2,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,2,,,,,,lack of signal in Mexico isn't correct
eyethr,Eyebrowed Thrush,,Request,4,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,IJD,,1,12-07,12-21,02-15,03-01,03-08,06-07,06-14,06-14,06-21,08-24,08-31,11-30,,,,,2,1,1,1,,TRUE,FALSE,FALSE,FALSE,2,,,,,,
eyrfla1,Eye-ringed Flatbill,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,"A bit noisy in Panama, otherwise excellent"
faecur,Far Eastern Curlew,,Request,4,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,2,12-28,,,02-22,03-01,05-24,06-07,,,06-21,06-28,12-21,,,,,2,2,1,1,,TRUE,TRUE,FALSE,TRUE,2,,,,,,Breeding certainly not far enough inland. Post-breeding migration has some extrapolation.
faimar2,Fairy Martin,,Request,4,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,1,06-07,,,06-21,06-28,07-27,08-03,,,02-22,03-01,05-31,,,,,1,1,1,1,,TRUE,TRUE,TRUE,TRUE,1,,,,,,"A bit noisy, but does show some seasonality."
faipit1,Fairy Pitta,,Request,4,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,04-05,05-24,05-31,,,07-13,08-31,09-28,,,,,0,1,1,1,,FALSE,TRUE,TRUE,TRUE,1,,,,,,Animation noisy. Going to have to do some date cleanup on breeding.
falduc,Falcated Duck,,Taiwan,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fasant1,Fasciated Antshrike,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"Missing Guyanese birds and a touch tight in a few places, otherwise good."
father1,Fasciated Tiger-Heron,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,
fatwar,Fan-tailed Warbler,Central America,Existing,3,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,LDS,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"minor things that may be incorrect: the big splotch in Tamaulipas; probably overdone in eastern Chiapas; should be filled in further inland in Jalisco (towards Chapala); overall fine, though, and there isn't really a good date range to eliminate these little things"
fepowl,Ferruginous Pygmy-Owl,South America,Nat Geo West,2,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,ALL3s,0,,,,,,,,,,,,,,02-22,04-19,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,
ferduc,Ferruginous Duck,,Europe,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferfly1,Ferruginous Flycatcher,Asia,Existing,3,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,LDS,0,11-23,,,03-08,03-15,05-10,05-17,,,07-27,09-21,11-16,,,,,1,2,2,1,TRUE,TRUE,TRUE,TRUE,TRUE,2,,,,,,"Noisy animation, but breeding season and migrations are decent. Non-breeding patchy."
ferhaw,Ferruginous Hawk,North America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,LDS,2,12-14,12-14,02-01,02-15,02-22,05-03,05-10,05-24,07-27,07-27,08-03,12-07,,,,,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,a bit patchy
fernbi1,New Zealand Fernbird,,Request,4,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,1,1,1,1,,TRUE,TRUE,TRUE,TRUE,1,,,,,0.1,"A little too tightly fit, but keeping."
fibara1,Fiery-billed Aracari,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,0,0,0,0,,TRUE,TRUE,TRUE,TRUE,0,,,,0.95,,Wrong on the Carib slope
fibflo2,Fire-breasted Flowerpecker,,Taiwan,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,PS,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"Really good in India and pretty good mainland SE Asia. Missing some China, Philippines, and Sumatra."
fiediu1,Fire-eyed Diucon,,Southern Cone,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fieldf,Fieldfare,,Europe,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fiespa,Field Sparrow,North America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,ALL3s,3,11-30,01-04,02-15,02-22,03-01,05-17,05-24,05-31,07-13,09-14,09-21,11-23,,,,,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,
firecr1,Common Firecrest,Europe,Existing,3,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,LDS,2,12-21,12-28,02-01,02-15,02-22,04-19,04-26,05-03,06-21,09-14,09-21,12-14,,,,,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,
firgat1,Firewood-gatherer,9751,Southern Cone 3,7,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,NG,,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,"Really good, maybe missing a bit in Brazil north of Paraguay."
fiscro,Fish Crow,North America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,ALL3s,3,11-30,12-07,02-01,02-01,02-08,04-05,04-12,04-19,06-14,08-31,09-07,11-23,,,,,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,
fisspa,Five-striped Sparrow,Central America,Nat Geo West,2,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,LDS,0,,,,,,,,,,,,,,05-31,08-31,,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,looks way better ran as resident!
fithum1,Fiery-throated Hummingbird,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,Could go further east in Panama
flamec1,Flamecrest,,Taiwan,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,AJS,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,Mostly good but underextrapolates some in southern Taiwan
flaowl,Flammulated Owl,North America,Nat Geo West,2,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,LDS,0,,,,,03-22,05-24,05-31,05-31,06-21,07-06,,,,,,,0,2,2,0,FALSE,FALSE,TRUE,TRUE,FALSE,2,,,,,,should be enough in Mexico to pick this up further south
flarob1,Flame Robin,,Request,4,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,2,05-24,,,07-27,08-03,09-28,10-05,,,03-29,04-05,05-17,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,Looks good so far.
flawar1,Flavescent Warbler,South America,Existing,3,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,MTA,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"Missing NW Bolivia and the Amazon border, but this is much improved."
flctan,Flame-colored Tanager,,Nat Geo West,2,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,"Fits nicely....maybe a few small rough edges in Mexico, but nothing egregious."
flfshe,Flesh-footed Shearwater,,Nat Geo West,2,FALSE,WATER,LOOKS GOOD,LOOKS GOOD,MTA,,0,09-07,,,10-12,,,10-19,,,05-17,,,,,,,0,0,0,0,,FALSE,FALSE,FALSE,FALSE,0,,,,,,
flsjay,Florida Scrub-Jay,North America,Nat Geo East,1,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,ALL3s,0,,,,,,,,,,,,,,01-18,04-05,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,"A little more generous this year, but not unreasonably so."
fltwar1,Flame-throated Warbler,Central America,Existing,3,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,ALL3s,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,
flystd1,Flying Steamer-Duck,9047,Southern Cone 3,7,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,NG,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,Seems to be missing the population on the Malvinas/Falkland islands.
forela1,Forest Elaenia,,North America 3,7,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,Excellent
formag1,Taiwan Blue-Magpie,,Taiwan,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,PS,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,Decent but pretty underextrapolated on both slopes in central Taiwan.
forter,Forster's Tern,North America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,ALL3s,3,12-14,12-14,01-18,03-08,03-15,05-31,06-07,06-07,07-06,07-13,07-20,12-07,,,,,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,
fotdro5,Fork-tailed Drongo,,Request,4,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"A little overextrapolated in NE part of range, but otherwise, good."
fotfly,Fork-tailed Flycatcher,South America,Existing,3,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,LDS,2,05-31,05-31,07-06,07-13,07-20,11-23,11-30,11-30,01-18,01-18,01-25,05-24,,,,,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,"some little imperfections, but overall really good"
fotswi,Pacific Swift,,Request,4,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,2,12-14,,,02-08,02-15,06-28,07-06,,,07-20,07-27,12-07,,,,,2,1,1,1,,TRUE,FALSE,FALSE,FALSE,2,,,,,,"Noisy during breeding and still need to check extrap, but non-breeding pattern in Australia is amazing."
fowthr1,Taiwan Whistling-Thrush,,Taiwan,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,PS,,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,Good.
foxspa,Fox Sparrow,North America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,ALL3s,3,12-28,01-18,02-08,02-15,02-22,05-17,05-24,06-07,07-06,08-03,08-24,12-21,,,,,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,
fragul,Franklin's Gull,North America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,ALL3s,3,12-28,01-11,02-08,02-15,02-22,05-31,06-07,06-14,07-13,07-13,07-20,12-21,,,,,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,
frbtho1,Freckle-breasted Thornbird,,Southern Cone,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,1,1,1,1,,TRUE,TRUE,TRUE,TRUE,1,,,,0.95,,Lots of bad edges at the moment
freduc1,Freckled Duck,Australasia,Existing,3,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,LDS,0,,,,,,,,,,,,,,,,,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,,,,,,"this is a weird one, and I think it's just too difficult to set any reasonable dates given the patchy modeling and weird movements"
ftspet,Fork-tailed Storm-Petrel,,Nat Geo West,2,FALSE,WATER,LOOKS GOOD,LOOKS GOOD,MTA,,0,08-03,,,11-16,,,04-05,,,07-27,,,,,,,0,0,0,0,,FALSE,FALSE,FALSE,FALSE,0,,,,,,
fubwoo2,Fulvous-breasted Woodpecker,,India 2,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,PS,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"Missing almost all of range in Myanmar, also a bit in Meghalaya."
fulowl1,Fulvous Owl,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,1,1,1,1,,TRUE,TRUE,TRUE,TRUE,1,,,,0.95,,"Missing some of Chiapas and maybe a little overextrap in Oaxaca, but mostly there"
fuwduc,Fulvous Whistling-Duck,South America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,MTA,2,11-30,12-07,02-08,02-15,02-22,05-03,05-10,05-10,07-20,08-17,08-24,11-23,,,,,2,2,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,2,,TRUE,,,,"Africa is pretty rough, but the rest of the range is fine. 2021: Africa improving."
gadwal,Gadwall,North America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,MTA,2,12-21,12-28,01-18,01-25,02-01,05-31,06-07,06-14,07-20,07-27,08-03,12-14,,,,,3,2,2,2,TRUE,TRUE,TRUE,FALSE,TRUE,2,,,,,,"Central Asia really filled in, especially during breeding. Still some gaps, especially on the northern edge."
